timestamp_ms,label,source_subtask_index,window_start_ms,window_end_ms,window_duration_ms,window_events,total_events,instant_throughput_events_per_second,average_throughput_events_per_second,watermark_strategy,parallelism
1782469147346,watermark-ADAPTIVE,2,1782469142324,1782469147346,5022,4621,278056,920.151,1044.589,ADAPTIVE,4
1782469148190,watermark-ADAPTIVE,0,1782469143175,1782469148190,5015,6063,282460,1208.973,1057.776,ADAPTIVE,4
1782469149162,watermark-ADAPTIVE,3,1782469144161,1782469149162,5001,4586,286101,917.017,1067.712,ADAPTIVE,4
1782469149260,watermark-ADAPTIVE,1,1782469144257,1782469149260,5003,6194,282429,1238.057,1053.537,ADAPTIVE,4
1782469152365,watermark-ADAPTIVE,2,1782469147346,1782469152365,5019,5384,283440,1072.724,1045.110,ADAPTIVE,4
1782469153191,watermark-ADAPTIVE,0,1782469148190,1782469153191,5001,4241,286701,848.030,1053.920,ADAPTIVE,4
1782469154928,watermark-ADAPTIVE,3,1782469149162,1782469154928,5766,5939,292040,1030.003,1066.918,ADAPTIVE,4
1782469154974,watermark-ADAPTIVE,1,1782469149260,1782469154974,5714,5167,287596,904.270,1050.422,ADAPTIVE,4
1782469157429,watermark-ADAPTIVE,2,1782469152365,1782469157429,5064,5322,288762,1050.948,1045.217,ADAPTIVE,4
1782469159525,watermark-ADAPTIVE,0,1782469153191,1782469159525,6334,5449,292150,860.278,1049.514,ADAPTIVE,4
